Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type S, Dioxide, fA=5E-4
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
0.041667	8.7E-1	-	-	7.7E-2	6.8E-1	7.3E-5	1.1E-4
0.083333	8.7E-1	-	-	9.3E-2	6.7E-1	1.4E-4	2.1E-4
0.125	8.7E-1	-	-	1.1E-1	6.7E-1	2.0E-4	3.0E-4
0.25	8.6E-1	-	-	1.3E-1	6.5E-1	3.4E-4	5.0E-4
0.375	8.6E-1	-	-	1.5E-1	6.5E-1	4.4E-4	6.4E-4
0.5	8.5E-1	-	-	1.6E-1	6.4E-1	5.0E-4	7.4E-4
0.625	8.4E-1	-	-	1.7E-1	6.4E-1	5.5E-4	8.0E-4
0.75	8.4E-1	-	-	1.7E-1	6.3E-1	5.8E-4	8.4E-4
0.875	8.3E-1	-	-	1.7E-1	6.3E-1	6.0E-4	8.7E-4
1	8.2E-1	1.2E-3	2.7E-2	1.7E-1	6.2E-1	6.2E-4	8.9E-4
1.125	8.1E-1	-	-	1.7E-1	6.2E-1	6.3E-4	9.1E-4
1.25	7.9E-1	-	-	1.6E-1	6.1E-1	6.4E-4	9.1E-4
1.375	7.8E-1	-	-	1.6E-1	6.1E-1	6.4E-4	9.2E-4
1.5	7.7E-1	-	-	1.5E-1	6.1E-1	6.5E-4	9.2E-4
1.625	7.6E-1	-	-	1.4E-1	6.0E-1	6.5E-4	9.2E-4
1.75	7.4E-1	-	-	1.3E-1	6.0E-1	6.5E-4	9.2E-4
1.875	7.3E-1	-	-	1.3E-1	6.0E-1	6.5E-4	9.1E-4
2	7.2E-1	3.2E-4	9.3E-2	1.2E-1	5.9E-1	6.6E-4	9.1E-4
2.25	6.9E-1	-	-	1.0E-1	5.9E-1	6.6E-4	9.1E-4
2.5	6.7E-1	-	-	8.9E-2	5.8E-1	6.6E-4	9.0E-4
2.75	6.6E-1	-	-	7.7E-2	5.7E-1	6.6E-4	8.9E-4
3	6.4E-1	2.2E-4	7.4E-2	6.8E-2	5.7E-1	6.6E-4	8.8E-4
3.25	6.3E-1	-	-	6.0E-2	5.6E-1	6.6E-4	8.7E-4
3.5	6.2E-1	-	-	5.3E-2	5.6E-1	6.6E-4	8.6E-4
3.75	6.1E-1	-	-	4.8E-2	5.5E-1	6.5E-4	8.5E-4
4	6.0E-1	1.9E-4	4.3E-2	4.4E-2	5.5E-1	6.5E-4	8.4E-4
4.25	5.9E-1	-	-	4.0E-2	5.4E-1	6.5E-4	8.3E-4
4.5	5.8E-1	-	-	3.7E-2	5.4E-1	6.5E-4	8.2E-4
4.75	5.7E-1	-	-	3.5E-2	5.3E-1	6.5E-4	8.1E-4
5	5.7E-1	1.7E-4	2.7E-2	3.3E-2	5.3E-1	6.5E-4	8.0E-4
5.5	5.6E-1	-	-	2.9E-2	5.2E-1	6.4E-4	7.8E-4
6	5.5E-1	1.5E-4	2.0E-2	2.6E-2	5.2E-1	6.4E-4	7.6E-4
6.5	5.4E-1	-	-	2.4E-2	5.1E-1	6.3E-4	7.4E-4
7	5.3E-1	1.4E-4	1.6E-2	2.1E-2	5.0E-1	6.3E-4	7.2E-4
7.5	5.2E-1	-	-	1.9E-2	5.0E-1	6.2E-4	7.0E-4
8	5.2E-1	1.3E-4	1.3E-2	1.8E-2	4.9E-1	6.2E-4	6.8E-4
8.5	5.1E-1	-	-	1.6E-2	4.9E-1	6.1E-4	6.6E-4
9	5.0E-1	1.2E-4	1.1E-2	1.5E-2	4.9E-1	6.1E-4	6.4E-4
9.5	5.0E-1	-	-	1.3E-2	4.8E-1	6.0E-4	6.3E-4
10	5.0E-1	1.2E-4	8.8E-3	1.2E-2	4.8E-1	5.9E-4	6.1E-4
11	4.9E-1	1.1E-4	7.3E-3	1.0E-2	4.7E-1	5.8E-4	5.8E-4
12	4.8E-1	1.0E-4	6.2E-3	8.8E-3	4.7E-1	5.7E-4	5.6E-4
13	4.7E-1	9.9E-5	5.2E-3	7.5E-3	4.6E-1	5.6E-4	5.3E-4
14	4.7E-1	9.4E-5	4.4E-3	6.4E-3	4.6E-1	5.6E-4	5.1E-4
15	4.6E-1	9.0E-5	3.8E-3	5.5E-3	4.5E-1	5.5E-4	4.9E-4
16	4.6E-1	8.6E-5	3.2E-3	4.8E-3	4.5E-1	5.4E-4	4.7E-4
17	4.6E-1	8.2E-5	2.8E-3	4.2E-3	4.5E-1	5.3E-4	4.5E-4
18	4.5E-1	7.9E-5	2.5E-3	3.7E-3	4.4E-1	5.2E-4	4.3E-4
19	4.5E-1	7.6E-5	2.2E-3	3.3E-3	4.4E-1	5.2E-4	4.2E-4
20	4.5E-1	7.3E-5	1.9E-3	3.0E-3	4.4E-1	5.1E-4	4.0E-4
21	4.4E-1	7.0E-5	1.7E-3	2.7E-3	4.4E-1	5.0E-4	3.9E-4
22	4.4E-1	6.8E-5	1.6E-3	2.5E-3	4.4E-1	5.0E-4	3.8E-4
